"[run number]","file-name","initial-meetings-pct","alpha","iterations-multiplier","lambda","threshold","[step]","res-ari","res-p","res-r","res-s","length (remove-duplicates [label-id] of turtles)"
"143","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.7115712777472732","0.601622449127194","0.6393558152846126","0.5269852357586134","2"
"144","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.6757224512295705","0.6708170644832347","0.4525035569631608","0.267096798737276","4"
"145","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.6228503645483103","0.6043694238234586","0.43934794083815903","0.14923941128926138","3"
"146","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.6224185933896349","0.6378964106233956","0.4103267171340411","0.2169903648613829","4"
"147","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.5963221675285078","0.5906793957787541","0.4221940301727942","0.14731664183036342","3"
"148","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.7797874882015261","0.6658315172110614","0.6815620906468479","0.5147089604525185","2"
"149","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.5344085284318284","0.5851542680216174","0.29063426708747964","0.15636642089547512","6"
"150","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.7128577482185569","0.6882163699381616","0.5265325502879664","0.413775041809715","3"
"151","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.6859383452263944","0.6353991850718482","0.4863203354299634","0.41805532622854585","3"
"152","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.5850632190205483","0.5732057045995943","0.35283715236428526","0.2597569625050808","4"
"153","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.5630601026041516","0.6365046769478369","0.3918954112952788","-6.543095553988213E-5","4"
"154","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.6539622162941093","0.6300351680467015","0.47494103273275434","0.40004176475724185","3"
"155","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.5908870351639219","0.5279807404283315","0.4253526880080207","0.38361147673717644","3"
"156","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.6621314909705194","0.60725885343137","0.4605456014479175","0.15431260186992876","3"
"157","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.6537104764382745","0.6565876129790237","0.5044720461689073","0.20265503903713436","3"
"159","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.5114160940643973","0.5660337629978767","0.36753244634399646","0.1398371263399778","3"
"158","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.5757697333332374","0.6143857244370541","0.3482431617713165","0.260692089846543","5"
"160","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.6318027959935143","0.5974911438724372","0.43114416228306435","0.15376860674896053","3"
"161","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.6557315914752321","0.6216648572667463","0.4621281160210721","0.3826782780213866","3"
"162","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.7425168357279713","0.6234013926638995","0.6426909475128256","0.5203733169681644","2"
"164","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.6214520560612756","0.5738984009170822","0.4408351365579996","0.39721337110862504","3"
"163","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.7059130946682424","0.5862365121616804","0.6137870140117782","0.5433946563777096","2"
"165","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.7288718203655722","0.7032608502935985","0.5410061598891679","0.4080943033065966","3"
"166","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.7143031322403283","0.6893790240696025","0.5431926181991684","0.31839669165901624","3"
"167","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.6512405068478667","0.6739731916798695","0.43311455327963216","0.24482305408544125","4"
"168","breast-cancer.csv","0.5","0.2","75","0.9995","0.04","42675","0.5943403073123762","0.6056281207472303","0.3811466419069633","0.34349995557646695","4"
